	subj	subj_qid	subj_fid	rel_id	rel	rel_schema	obj	obj_qid	obj_fid
2139	Gliwice County	Q555048	/m/0h1gdw	P150	contains administrative territorial entity		Poland	Q7208881	
2140	Calvert County	Q501277	/m/0c__d	P47	shares border with		Maryland	Q3708363	
2141	Mansoor Ijaz	Q13139843		P69	educated at		New York	Q60	/m/02_286
2142	Madeleine Albright	Q174438	/m/0_5vr	P27	country of citizenship	nationality	Khartoum	Q310385	/m/039v8c
2143	Madeleine Albright	Q174438	/m/0_5vr	P69	educated at		Khartoum	Q310385	/m/039v8c
2144	L. K. Advani	Q468324	/m/01rsdq	P69	educated at		Pakistan	Q4121082	
2145	Mike Mullen	Q503161	/m/06zr8y	P69	educated at		Joint Chiefs of Staff	Q6269128	
2146	Ashfaq Parvez Kayani	Q725223	/m/03c8lhh	P69	educated at		Supreme Court	Q7644839	
2147	Mehmet Dalman	Q6809593		P27	country of citizenship	nationality	Cyprus	Q5200433	
2148	Jon Krakauer	Q368337	/m/01rr1b	P69	educated at		Everest	Q1866445	/m/0t5bt
2149	Jon Kenworthy	Q6271045		P54	member of sports team		Football League	Q1421208	/m/0dg6fx
2150	West Bengal	Q1356	/m/086g2	P47	shares border with		West Bengal	Q1356	/m/086g2
2151	Les Woodford	Q16072892		P54	member of sports team		Hawthorn	Q1180807	/m/0zr_b
2152	Camberwell	Q2934668		P131	located in the administrative territorial entity		Hawthorn	Q1180807	/m/0zr_b
2153	Chickasaw	Q5096188		P131	located in the administrative territorial entity		Mobile	Q6886767	
2154	Rashaan Salaam	Q7294771		P54	member of sports team		National Football League	Q370883	
2155	Jack Pardee	Q6114512		P54	member of sports team		National Football League	Q370883	
2156	Fujian Province	Q63698	/m/05jgxc	P150	contains administrative territorial entity		China	Q10956965	
2157	John Keill	Q2747596	/m/03gz4pv	P69	educated at		Whiston	Q1830491	/m/044b1y
2158	Jinan	Q170247	/m/01l3h7	P150	contains administrative territorial entity		China	Q10956965	
2159	Kazakhstan	Q232	/m/047lj	P47	shares border with		Atyrau	Q486913	/m/0151sx
2160	Moffett Field	Q3565247	/m/01286g	P131	located in the administrative territorial entity		California	Q2933963	/m/025xzfp
2161	Burnett County	Q494952	/m/0ml4f	P47	shares border with		Wisconsin	Q8027102	
2162	Benjamin Lincoln	Q817605	/m/023mpp	P27	country of citizenship	nationality	South Carolina	Q1456	/m/06yxd
2163	Dongxing	Q10869540		P150	contains administrative territorial entity		Guangxi	Q15176	/m/01920m
2164	DRB	Q698082	/m/04cjg5	P17	country		Germany	Q1350565	
2165	Blagoevgrad	Q173277	/m/027sv0	P1376	capital of		Dupnitsa	Q405279	/m/09snv5
2166	Stefan	Q4442432		P27	country of citizenship	nationality	Sofia	Q7553601	
2167	Drancy	Q201348	/m/02jbbv	P131	located in the administrative territorial entity		Paris	Q90	/m/05qtj
2168	Drancy	Q201348	/m/02jbbv	P47	shares border with		Paris	Q90	/m/05qtj
2169	Birkenau	Q512538	/m/0dkc8v	P131	located in the administrative territorial entity		Vittel	Q453309	/m/08x61f
2170	Dachau	Q10500	/m/01kj8g	P47	shares border with		Mauthausen	Q658855	/m/0gzrv
2171	Auschwitz-Birkenau	Q7341	/m/0v_x	P17	country		Austria	Q4825411	
2172	Gdynia	Q385	/m/03b4d	P47	shares border with		Germany	Q1350565	
2173	Kielce	Q102317	/m/0jx0_	P1376	capital of		Lublin	Q6695383	
2174	Gotthard Tunnel	Q688618	/m/076gz8	P131	located in the administrative territorial entity		Italy	Q3708720	
2175	Narendra Modi	Q1058	/m/0296q2	P69	educated at		Bar Council of India	Q3595123	
2176	Sardar Patel	Q9455	/m/0g7kw	P69	educated at		Lincoln	Q447215	/m/0bym06
2177	Siedlce County	Q379162	/m/0f0s3x	P47	shares border with		Poland	Q7208881	
2178	Siedlce County	Q379162	/m/0f0s3x	P150	contains administrative territorial entity		Poland	Q7208881	
2179	Jesolo	Q47281	/m/0df5x6	P131	located in the administrative territorial entity		Venice	Q962040	/m/01gbg0
2180	Jesolo	Q47281	/m/0df5x6	P47	shares border with		Venice	Q962040	/m/01gbg0
2181	Thomas Lea	Q23644378		P69	educated at		County Donegal	Q179424	/m/0ccvd
2182	William Seward	Q8018286		P69	educated at		America	Q30	/m/09c7w0
2183	Irkutsk	Q6576	/m/0fp2v	P1376	capital of		Russia	Q3708651	
2184	Karlskrona Municipality	Q1128384	/m/0zdrj	P47	shares border with		Sweden	Q7654280	
2185	Nikolaus Pevsner	Q61682	/m/01qs2v	P27	country of citizenship	nationality	England	Q79282	/m/07ltmv
2186	Arunachal Pradesh	Q1162	/m/018ckn	P47	shares border with		Bihar	Q1165	/m/0290rb
2187	Karnavati	Q1070	/m/01d88c	P131	located in the administrative territorial entity		Allahabad	Q4730336	
2188	Sonoma County	Q108067	/m/0l35f	P47	shares border with		Boston	Q4947686	
2189	Kezar Stadium	Q4263361	/m/02z0qh	P131	located in the administrative territorial entity		San Francisco	Q2061686	
2190	Sergio Franchi	Q782020	/m/079yvc	P27	country of citizenship	nationality	Coconut Grove	Q5139826	
2191	Rudolf Doehn	Q122637		P27	country of citizenship	nationality	Missouri	Q19346959	
2192	Heiligenstadt	Q379531	/m/06_35x	P131	located in the administrative territorial entity		Germany	Q1350565	
2193	Heiligenstadt	Q379531	/m/06_35x	P47	shares border with		Germany	Q1350565	
2194	Ringerike	Q110848	/m/018763	P47	shares border with		Norway	Q7060816	
2195	Pope County	Q112869	/m/0nv11	P47	shares border with		Arkansas	Q4791721	
2196	Billy Idol	Q73437	/m/01wqpnm	P69	educated at		Crowded House	Q1128045	/m/01_pg
2197	Kako	Q5625249		P20	place of death	deathPlace	Niger	Q1032	/m/05cc1
2198	Joseph W. Bruno	Q17305724		P69	educated at		Marietta College	Q6763222	
2199	Maumoon Abdul Gayoom	Q297957	/m/01pgsr	P69	educated at		Parliament	Q1892425	/m/0txvhh6
2200	Baltimore County	Q488668	/m/0cv0r	P47	shares border with		Baltimore	Q4852758	
2201	Italian Peninsula	Q145694	/m/0218mm	P17	country		Rome	Q567806	/m/02j20d
2202	Trajan	Q1425	/m/07j5z	P27	country of citizenship	nationality	Vatican Library	Q213678	/m/02cg5v
2203	Ivan Mazepa	Q165419	/m/03cdjk	P27	country of citizenship	nationality	Moldavia	Q21095978	
2204	Gheorghe Panaiteanu Bardasare	Q5556387		P69	educated at		Munich	Q1300313	/m/0ynqb
2205	Krefeld	Q2805	/m/018hqt	P47	shares border with		Germany	Q1350565	
2206	Grands Boulevards	Q1543053	/m/02jcrf	P131	located in the administrative territorial entity		Paris	Q90	/m/05qtj
2207	Bienne	Q1034	/m/02h_4f	P131	located in the administrative territorial entity		Switzerland	Q80282	
2208	Evergreen State College	Q941731	/m/01v7f3	P131	located in the administrative territorial entity		Olympia	Q38888	/m/01swlf
2209	Bainbridge Island	Q803903	/m/010rvk	P131	located in the administrative territorial entity		Seattle	Q5083	/m/0d9jr
2210	Andrew Martin Fairbairn	Q4757900		P69	educated at		Edinburgh	Q16834597	
2211	Kokonoe	Q1184672	/m/02c5cy	P131	located in the administrative territorial entity		Japan	Q3476248	
2212	Hossam Al-Jadaani	Q22812619		P54	member of sports team		Saudi Premier League	Q7427148	
2213	Orde Wingate	Q451466	/m/028chj	P69	educated at		Burma	Q836	/m/04xn_
2214	John F. McDermott	Q22087909		P69	educated at		Honolulu	Q18094	/m/02hrh0_
2215	Glarus Alps	Q327218	/m/0fcfm	P131	located in the administrative territorial entity		Switzerland	Q80282	
2216	Bifertenstock	Q16657	/m/043nlrp	P131	located in the administrative territorial entity		Schiben	Q7431243	
2217	Cholet	Q185066	/m/073pm9	P131	located in the administrative territorial entity		Nantes	Q3335789	/m/0f3j0_
2218	Cholet	Q185066	/m/073pm9	P47	shares border with		Nantes	Q3335789	/m/0f3j0_
2219	Cholet	Q185066	/m/073pm9	P1376	capital of		Nantes	Q3335789	/m/0f3j0_
2220	Jussi V. Koivisto	Q6315674		P69	educated at		Sibelius Academy	Q518851	/m/03sbm6
2221	Tokyo University of Foreign Studies	Q1328372	/m/026hxlz	P131	located in the administrative territorial entity		University of Alberta	Q640694	/m/01k3s2
2222	Chernobyl	Q129677	/m/01tsk	P131	located in the administrative territorial entity		Soviet Ukraine	Q133356	/m/0212ny
2223	Yishan County	Q1028080	/m/0b46dm	P150	contains administrative territorial entity		Guangxi Zhuang Autonomous Region	Q15176	/m/01920m
2224	Brian Newberry	Q16213675		P69	educated at		North Smithfield	Q1816636	/m/0_j_8
2225	Pria Viswalingam	Q7242504		P27	country of citizenship	nationality	Sydney	Q19561756	
2226	Charles Devens	Q352136	/m/02_4dk	P69	educated at		Massachusetts	Q771	/m/05k7sb
2227	Arlington Heights	Q4792323		P131	located in the administrative territorial entity		Washington	Q773030	
2228	Villafranca	Q1912688	/m/08d6s6	P47	shares border with		House	Q2142615	/m/0xvr3
2229	Wesley Lavon Person	Q616402	/m/07ch43	P54	member of sports team		NBA	Q155223	/m/05jvx
2230	John Burke	Q1699458		P69	educated at		Warren Publishing	Q3566404	/m/05k5f9
2231	Jefferson Davis County	Q491285	/m/0ngd7	P47	shares border with		Mississippi	Q19346956	
2232	Staines	Q285323	/m/0c9cg	P131	located in the administrative territorial entity		Sherborne	Q586895	/m/01ns3f
2233	John Robert Godley	Q6255110		P69	educated at		New Zealand	Q21470645	
2234	Ted Marchibroda	Q7693491		P54	member of sports team		Wolford	Q431607	/m/08rfrp
2235	Victor Vicas	Q445503		P27	country of citizenship	nationality	University of Kansas	Q52413	/m/015q1n
2236	Tierra del Fuego	Q82601	/m/07hlt	P17	country		Wellington	Q3539511	
2237	Tierra del Fuego	Q82601	/m/07hlt	P131	located in the administrative territorial entity		Wellington	Q3539511	
2238	Gable Island	Q3069567	/m/0fp_g_j	P131	located in the administrative territorial entity		Argentina	Q645291	/m/0b6mhsj
2239	Rick Snyder	Q887111	/m/0cqdxz	P69	educated at		Michigan	Q6030252	
2240	Lahn-Dill-Kreis	Q7905	/m/01f3s0	P150	contains administrative territorial entity		Hesse	Q21993	/m/03qdyk9
2241	Westerwald	Q640966	/m/0jghf	P131	located in the administrative territorial entity		Lahn	Q572698	
2242	Mittenaar	Q624070	/m/0f1b87	P131	located in the administrative territorial entity		Hohenahr	Q622164	/m/0f0kfd
2243	Aroostook County	Q491046	/m/0nm9y	P47	shares border with		Maine	Q3708887	
2244	Pesaro	Q13134	/m/040xr_	P47	shares border with		Italy	Q3708720	
2245	Republic of Nauru	Q697	/m/05br2	P150	contains administrative territorial entity		Micronesia	Q3359409	/m/04w0h
2246	Newberg	Q932637	/m/0zgnl	P131	located in the administrative territorial entity		Newberg	Q932637	/m/0zgnl
2247	Siskiyou Mountains	Q476913	/m/0398d4	P17	country		Sacramento Valley	Q7397038	
2248	Detroit Dam	Q5265896		P131	located in the administrative territorial entity		North Santiam River	Q2000773	
2249	Cottage Grove	Q5175510		P131	located in the administrative territorial entity		Coast Fork Willamette River	Q5138100	
2250	Cathedral Park	Q5052258		P131	located in the administrative territorial entity		Portland	Q6083210	
2251	Robert Vicot	Q3436481		P54	member of sports team		PSG	Q11239148	
2252	Tomoshige Samejima	Q7820314		P19	place of birth	birthPlace	Torokina	Q1771630	
2253	Tomoshige Samejima	Q7820314		P69	educated at		Torokina	Q1771630	
2254	Spencer Perceval	Q233992	/m/01hvwv	P69	educated at		House of Commons	Q11242601	
2255	Ujjal Dosanjh	Q2474314	/m/01bldq	P69	educated at		Jalandhar	Q6126633	
2256	Jean Fombertaux	Q6170657		P27	country of citizenship	nationality	Sydney	Q19561756	
2257	Harry Seidler	Q85669	/m/0pn70	P27	country of citizenship	nationality	Sydney	Q19561756	
2258	Harry Seidler	Q85669	/m/0pn70	P69	educated at		Sydney	Q19561756	
2259	Roanne	Q3581	/m/03lrz7	P131	located in the administrative territorial entity		Loire	Q19329246	
2260	Roanne	Q3581	/m/03lrz7	P47	shares border with		Loire	Q19329246	
2261	Roanne	Q3581	/m/03lrz7	P1376	capital of		Loire	Q19329246	
2262	Cajamarca	Q205119	/m/02pgm5	P1376	capital of		La Libertad	Q6463391	
2263	Helle Thorning-Schmidt	Q57652	/m/05rn5r	P69	educated at		Copenhagen Stock Exchange	Q1019983	/m/0cjcyw
2264	Westmoreland County	Q495645	/m/0mw89	P47	shares border with		Somerset County	Q511135	/m/0jdxp
2265	Lorient	Q71724	/m/01wg6h	P47	shares border with		French Navy	Q217406	/m/021whp
2266	Shantou	Q59100	/m/01nm6k	P150	contains administrative territorial entity		Shantou	Q59100	/m/01nm6k
2267	Cremella	Q42503	/m/0gr3pj	P47	shares border with		Dolzago	Q42498	/m/0gr3rp
2268	Martin Carver	Q6775123		P69	educated at		Kentish	Q1739063	/m/03blwj
2269	John F. Oglevee	Q6232502		P69	educated at		Harrison County	Q110904	/m/0mrh9
2270	Joseph Gallieni	Q17577	/m/04qyj4	P69	educated at		Madagascar	Q1019	/m/04sj3
2271	Nolan Ryan	Q721948	/m/0hctb	P54	member of sports team		Major League Baseball	Q1163715	/m/09p14
2272	Kanawha County	Q501800	/m/0mlm_	P47	shares border with		USA	Q193619	/m/0c4b8
2273	Harsimus	Q5673940		P131	located in the administrative territorial entity		Pavonia	Q368164	
2274	Otto Abetz	Q213615	/m/04cg67	P20	place of death	deathPlace	Germany	Q1350565	
2275	Sint Maarten	Q26273	/m/02phz12	P47	shares border with		Netherlands	Q16250490	
2276	Saitama	Q134635	/m/0gp5df	P150	contains administrative territorial entity		Nissan Stadium	Q1142992	/m/02d1pq
2277	La Salle	Q2047730	/m/09x50x	P131	located in the administrative territorial entity		Singapore	Q7522845	
2278	La Salle	Q2047730	/m/09x50x	P47	shares border with		Singapore	Q7522845	
2279	Tyrone Wheatley	Q7861661		P54	member of sports team		Purdue	Q217741	/m/05x_5
2280	Simeon Rice	Q3961036		P54	member of sports team		Illinois Fighting Illini	Q3071648	/m/05rrsq
2281	Elihu Thomson	Q559794	/m/01sm4b	P69	educated at		General Electric	Q54173	/m/03bnb
2282	Tochigi Prefecture	Q44843	/m/018qgk	P47	shares border with		Tokyo	Q7473516	
2283	Karuizawa	Q1012064	/m/02xw_y	P131	located in the administrative territorial entity		Nagano	Q128849	/m/0gp5pr
2284	Uchiko	Q1018717	/m/02h5p_	P131	located in the administrative territorial entity		Kita District	Q1155929	/m/02h66c
2285	Uitikon	Q66678	/m/0gt06j	P131	located in the administrative territorial entity		Switzerland	Q80282	
2286	Uitikon	Q66678	/m/0gt06j	P47	shares border with		Switzerland	Q80282	
2287	Chencang District	Q1069849	/m/051zz9n	P150	contains administrative territorial entity		Shaanxi	Q47974	/m/014clr
2288	Dangshan County	Q1159656	/m/076t2f8	P150	contains administrative territorial entity		Suzhou	Q10935365	
2289	Yucheng County	Q668520	/m/03c8js3	P150	contains administrative territorial entity		Henan	Q43684	/m/01669b
2290	Yueyang	Q151958	/m/02w7gt	P150	contains administrative territorial entity		Yanliang District	Q1358657	/m/05225rt
2291	Jing County	Q1152195	/m/09wvk0	P150	contains administrative territorial entity		Xingyang	Q1360089	/m/09q672
2292	Xia County	Q612136	/m/06_6fl	P150	contains administrative territorial entity		Shanxi	Q46913	/m/0kzcv
2293	Lixia District	Q946513	/m/076wyp6	P150	contains administrative territorial entity		Shandong	Q43407	/m/0qb0j
2294	Taikang County	Q662019	/m/08x4pg	P150	contains administrative territorial entity		Henan	Q43684	/m/01669b
2295	Lingbi County	Q1198802	/m/076tk16	P150	contains administrative territorial entity		Suzhou	Q10935365	
2296	Ryuuji Umeda	Q2991313	/m/03d2cvz	P19	place of birth	birthPlace	Japan	Q3476248	
2297	Peter Swan	Q7177200		P54	member of sports team		Plymouth	Q16302785	
2298	Sea of Azov	Q35000	/m/0kdsk	P47	shares border with		Crimea	Q7835	/m/0ndwhc3
2299	Thomas Hervey	Q18672476		P27	country of citizenship	nationality	Ickworth	Q549710	
2300	Chaco	Q15977818		P47	shares border with		Argentina	Q645291	/m/0b6mhsj
2301	Tambov	Q3544	/m/02lzlr	P1376	capital of		Voronezh	Q3426	/m/02c_fv
2302	Clayton County	Q113815	/m/0nscm	P47	shares border with		Iowa	Q2238109	/m/0tj_r
2303	Mogami	Q1348209	/m/03l2ns	P47	shares border with		Yamagata	Q4022418	
2304	Meiji	Q174231	/m/01bsgq	P27	country of citizenship	nationality	Mogami District	Q1155862	/m/03l2nc
2305	Phil Linz	Q7182122		P54	member of sports team		Chicago White Sox	Q335169	/m/01slc
2306	Ornans	Q499537	/m/03mhbvn	P131	located in the administrative territorial entity		Doubs	Q382541	/m/0cyj5n
2307	Ornans	Q499537	/m/03mhbvn	P47	shares border with		Doubs	Q382541	/m/0cyj5n
2308	La Tour-de-Peilz	Q69721	/m/09ssp2	P131	located in the administrative territorial entity		Switzerland	Q80282	
2309	Zeppelin	Q547465	/m/085vyy	P17	country		Rolling Stones	Q11036	/m/07mvp
2310	Lubyanka Square	Q2416242	/m/03zzwd	P131	located in the administrative territorial entity		Bolshaya Lubyanka Street	Q4091479	
2311	Basmanny District	Q1669860	/m/02qlykj	P131	located in the administrative territorial entity		Novaya Basmannaya Street	Q4321951	
2312	Rex Grossman	Q1302978	/m/04llf8	P54	member of sports team		Atlanta Falcons	Q272059	/m/0wsr
2313	Santana Moss	Q2083954	/m/02bdkk	P54	member of sports team		NFL	Q1215884	/m/059yj
2314	Port-Louis	Q996180	/m/03byggk	P131	located in the administrative territorial entity		Toulon	Q575533	/m/0sh3f
2315	Port-Louis	Q996180	/m/03byggk	P47	shares border with		Toulon	Q575533	/m/0sh3f
2316	Durban	Q1006838	/m/03nrpmm	P131	located in the administrative territorial entity		Cape Town	Q5465	/m/01yj2
2317	Durban	Q1006838	/m/03nrpmm	P47	shares border with		Cape Town	Q5465	/m/01yj2
2318	Gauteng	Q133083	/m/01t05t	P47	shares border with		East London	Q209537	/m/01tjqp
2319	Gauteng	Q133083	/m/01t05t	P150	contains administrative territorial entity		East London	Q209537	/m/01tjqp
2320	Clarion County	Q494198	/m/0mwvb	P47	shares border with		Allegheny Plateau	Q654947	/m/02w46l
2321	Goeree-Overflakkee	Q933459	/m/01d3jl	P47	shares border with		Hellevoetsluis	Q826130	/m/0wb96
2322	Bristol Channel	Q188203	/m/01tk3q	P131	located in the administrative territorial entity		Glamorganshire	Q5566551	
2323	Loubressac	Q660510	/m/02z0sm1	P131	located in the administrative territorial entity		Carennac	Q635127	/m/027ynsj
2324	Loubressac	Q660510	/m/02z0sm1	P47	shares border with		Carennac	Q635127	/m/027ynsj
2325	Limousin	Q1190	/m/06kr4y	P47	shares border with		Meymac	Q191784	/m/092n18
2326	Limousin	Q1190	/m/06kr4y	P150	contains administrative territorial entity		Meymac	Q191784	/m/092n18
2327	Bretenoux	Q1105296	/m/03nwk86	P131	located in the administrative territorial entity		Puybrun	Q1321472	/m/03nwln2
2328	Bretenoux	Q1105296	/m/03nwk86	P47	shares border with		Puybrun	Q1321472	/m/03nwln2
2329	Polistena	Q54637	/m/0gnywl	P47	shares border with		Italy	Q3708720	
2330	Chennai	Q1352	/m/0c8tk	P131	located in the administrative territorial entity		Madras	Q334041	
2331	Republic of Croatia	Q224	/m/01pj7	P47	shares border with		Herzegovina	Q189863	/m/016cgn
2332	Bali	Q3125978		P47	shares border with		Japan	Q3476248	
2333	Bali	Q3125978		P150	contains administrative territorial entity		Japan	Q3476248	
2334	Gage County	Q203049	/m/0n7gh	P47	shares border with		Nebraska	Q9049090	
2335	Neman	Q5671	/m/05gn92	P1376	capital of		Alitus	Q1187156	
2336	Belogorsk	Q104735	/m/0bs6bk	P1376	capital of		Amur	Q6862	/m/0ftyw
2337	James Barry Munnik Hertzog	Q356395	/m/027wkv	P69	educated at		National Party	Q833160	
2338	Ryki County	Q913563	/m/0df42z	P47	shares border with		Lublin Voivodeship	Q1047730	/m/03c5qm5
2339	Ryki County	Q913563	/m/0df42z	P150	contains administrative territorial entity		Lublin Voivodeship	Q1047730	/m/03c5qm5
2340	Arabian Sea	Q58705	/m/010wd	P47	shares border with		Kundapura	Q721359	/m/02w7_d
2341	Eric Garcetti	Q5386557	/m/08qq05	P69	educated at		Glendale Boulevard	Q5568347	
2342	Jefferson Parish	Q498276	/m/0p4gy	P47	shares border with		St. Bernard Parish	Q7587298	
2343	Jose Rizal	Q1500	/m/01fp30	P69	educated at		LA	Q1588	/m/04ly1
2344	Appalachian Mountains	Q93332	/m/0lm0n	P17	country		North Carolina	Q1454	/m/05fkf
2345	Cabbagetown	Q14686603		P131	located in the administrative territorial entity		Toronto	Q2249475	
2346	Pierre Jarry	Q3385577		P54	member of sports team		Court of Audit	Q1137614	/m/05h200
2347	Blansko District	Q804356	/m/02z3rzt	P47	shares border with		Czech Republic	Q5201764	
2348	Blansko District	Q804356	/m/02z3rzt	P150	contains administrative territorial entity		Czech Republic	Q5201764	
2349	Blansko	Q850676	/m/05n5s_	P47	shares border with		Brno	Q14960	/m/0fs_s
2350	Tjama Tjivikua	Q7810582		P69	educated at		Windhoek	Q19658866	
2351	Herkimer County	Q487564	/m/0fb_1	P47	shares border with		New York	Q60	/m/02_286
2352	Australasia	Q45256	/m/0sy4n	P17	country		Mildenhall	Q1016878	/m/02cbcy
